battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1991,no,2.8,no,3,yes,15,0.1,181,one,13,298,1037,1861,8,5,17,yes,yes,yes,1
1367,no,2.9,no,4,no,56,0.8,176,two,6,36,642,299,6,2,10,no,yes,no,0
1179,yes,0.5,no,7,yes,32,0.3,182,two,12,85,1451,340,16,5,16,yes,no,no,0
721,yes,2.7,yes,1,yes,15,0.2,102,five,18,655,1255,3606,10,0,5,yes,yes,yes,3
1549,yes,1.8,yes,0,no,62,0.7,91,four,4,167,990,799,7,3,9,yes,no,yes,0
1349,yes,2.1,yes,3,no,46,0.9,134,six,12,212,623,2367,11,7,10,yes,no,yes,1
1799,no,1,no,1,yes,30,0.6,123,three,9,617,1386,445,10,8,10,yes,yes,no,0
1075,no,0.5,yes,2,no,11,0.2,122,one,16,271,1769,3927,8,3,7,yes,no,no,3
684,yes,0.9,yes,3,yes,63,1,157,five,9,159,1738,3756,17,5,12,yes,yes,yes,3
1837,no,0.5,no,9,no,36,0.9,162,four,20,786,872,770,14,1,15,no,no,yes,0
1619,yes,1.9,no,2,yes,21,0.4,138,one,9,46,562,1641,7,2,13,yes,no,no,1
965,yes,1.4,no,1,no,13,0.9,197,,2,645,1275,2343,17,12,15,yes,no,no,2
730,no,1.5,no,9,no,9,0.7,122,four,15,1371,1677,2787,10,8,7,yes,no,yes,2
1361,yes,1.4,no,1,no,47,1,169,five,2,881,1382,2495,8,7,16,no,no,yes,2
1494,no,1.6,no,3,yes,45,0.8,158,five,4,449,790,3208,11,9,4,yes,no,no,3
1027,yes,0.8,no,7,no,18,1,146,seven,11,338,534,1234,7,4,14,yes,no,yes,0
1807,no,0.8,yes,0,yes,38,0.2,97,,0,1332,1814,1069,7,6,7,yes,no,no,1
709,no,2.4,yes,1,no,11,0.1,130,five,11,119,1531,3568,16,14,3,no,no,yes,3
689,no,1.4,no,2,no,45,0.5,103,five,11,256,823,3585,10,1,10,yes,no,no,3
955,yes,0.5,no,2,no,2,0.6,155,four,10,428,1254,1974,14,1,18,yes,yes,no,1
1872,yes,1.9,no,5,no,35,0.6,111,three,14,1546,1879,2419,15,5,19,no,no,no,3
1259,no,1.2,yes,0,no,13,0.5,97,two,0,1210,1989,340,17,13,4,yes,no,yes,0
695,no,1.2,no,1,yes,41,0.4,169,,8,789,1211,2282,5,2,17,yes,yes,no,1
1969,no,1.2,yes,9,no,63,0.2,132,four,11,390,756,298,10,1,10,yes,yes,no,0
759,no,2.5,no,3,yes,39,0.3,162,two,8,110,1317,968,6,2,2,yes,no,no,0
936,no,1,no,1,no,18,0.2,153,three,18,1330,1686,2391,12,6,3,yes,yes,yes,2
1176,yes,2.1,no,2,yes,62,0.5,168,two,10,674,1455,1534,6,2,17,yes,no,no,1
1802,no,2.7,yes,0,yes,10,0.6,101,seven,9,253,590,696,14,7,3,yes,yes,no,0
772,no,1,yes,0,yes,23,0.6,97,seven,11,317,1805,2782,7,0,17,yes,no,no,2
1318,yes,2.4,no,1,yes,45,0.1,136,two,7,183,661,755,18,3,9,yes,no,yes,0
591,yes,0.5,yes,1,yes,16,0.9,90,six,17,892,1603,3746,5,0,5,yes,yes,no,3
569,yes,2.5,yes,0,no,41,0.3,124,one,1,388,605,2651,17,7,4,no,no,no,1
764,no,1,yes,9,yes,45,0.5,124,,11,52,539,1341,19,1,12,yes,no,no,0
1056,yes,2.1,yes,8,yes,37,0.7,101,three,11,914,979,2651,15,5,3,yes,yes,yes,2
1982,yes,1.6,no,2,yes,12,0.2,80,five,20,287,593,1824,13,3,14,yes,yes,yes,1
1830,yes,0.5,no,5,no,14,0.8,160,six,6,773,1353,1905,16,3,19,yes,yes,yes,2
1122,no,0.5,no,0,yes,40,0.3,156,seven,14,675,1163,1456,9,3,20,yes,yes,no,1
1023,yes,0.7,no,2,yes,63,0.7,153,seven,8,367,1985,3155,11,10,7,yes,yes,yes,3
1283,yes,2.4,yes,8,yes,33,1,93,three,15,510,980,773,17,7,2,yes,yes,no,0
1602,no,1.6,yes,0,yes,35,0.1,99,seven,7,1325,1800,1829,18,17,13,yes,no,no,2
732,yes,1.3,no,5,yes,32,0.4,163,,7,1661,1836,3883,12,2,5,yes,no,yes,3
1854,no,0.9,yes,0,yes,33,0.4,195,one,0,665,718,1675,14,12,9,yes,no,yes,1
718,yes,1.6,yes,1,yes,30,0.4,93,three,12,662,997,1601,10,9,12,yes,yes,yes,1
897,yes,2,no,3,yes,2,0.6,154,,10,0,994,1958,7,5,7,yes,yes,no,1
1405,no,1.7,no,0,no,8,0.3,107,four,7,284,1036,2376,19,6,11,no,yes,no,2
798,no,0.6,yes,6,yes,21,0.5,110,two,12,661,1951,1647,12,2,3,yes,no,no,1
1035,yes,2.7,no,1,no,40,0.2,157,five,15,757,1912,3548,14,4,5,no,yes,yes,3
1396,yes,0.6,no,0,no,37,0.7,134,four,15,560,1177,2694,18,3,19,no,no,yes,2
1749,yes,0.5,yes,7,yes,49,0.8,178,one,8,470,775,2195,5,4,4,yes,no,yes,2
1588,yes,2.5,no,12,yes,4,0.3,148,five,20,146,822,2506,5,3,11,yes,no,no,2
1600,no,0.5,no,1,yes,16,0.3,94,four,16,1315,1710,2073,9,5,4,yes,yes,no,2
1522,no,2.2,no,4,no,21,0.7,162,six,11,533,1696,3767,15,9,16,no,no,yes,3
1279,yes,2.5,no,5,yes,7,0.5,105,six,6,560,1633,1150,7,2,7,yes,no,no,1
719,no,2.9,no,7,no,6,0.7,102,six,8,405,1141,841,9,1,2,yes,no,no,0
544,yes,0.5,yes,2,yes,7,0.2,129,five,15,227,610,1675,13,4,17,yes,yes,no,0
1007,yes,2.9,yes,5,yes,21,0.8,185,,12,479,831,1301,8,6,12,yes,yes,no,0
590,yes,1.2,yes,0,no,32,0.4,141,six,1,227,509,1817,10,0,6,no,yes,no,0
1788,no,0.5,no,0,yes,6,0.2,141,six,16,149,1022,2321,7,5,20,yes,yes,no,2
748,no,1.4,no,0,no,25,1,110,seven,14,88,709,1974,17,5,13,no,yes,yes,1
757,yes,0.9,yes,4,no,64,0.5,157,seven,5,114,819,3433,6,5,10,yes,yes,no,2
1561,yes,1.6,yes,1,yes,27,0.8,174,three,10,662,874,1205,12,7,3,yes,yes,no,1
1327,no,2.8,no,10,no,23,0.5,89,seven,16,441,1721,872,7,5,4,yes,yes,yes,0
797,yes,1.5,yes,4,no,18,0.6,81,,20,888,1466,2052,9,3,14,yes,yes,yes,1
727,yes,2.5,yes,0,yes,64,0.2,193,one,9,664,711,3654,9,1,16,yes,yes,no,3
686,yes,2.7,yes,0,no,36,0.1,194,four,1,64,745,1503,10,0,13,no,no,no,0
1515,yes,2.1,yes,4,yes,24,0.9,176,five,6,747,1247,3104,6,5,20,yes,no,no,3
555,yes,0.5,yes,2,no,17,0.2,163,five,12,956,1010,343,19,14,3,no,yes,yes,0
1589,no,0.6,no,0,no,5,0.8,112,five,2,776,1397,3430,7,5,19,yes,yes,yes,3
1976,yes,2.6,yes,6,no,45,1,136,four,19,652,1933,2470,11,1,3,no,no,no,3
1884,no,1,yes,3,no,24,0.5,149,six,4,1168,1179,1396,15,8,9,yes,yes,yes,1
1063,no,2,no,0,no,27,0.2,86,six,7,201,582,2668,12,5,19,no,no,no,2
672,yes,0.6,yes,13,no,61,0.1,194,five,20,724,1127,1457,14,10,20,yes,no,yes,0
635,yes,0.5,no,9,no,16,1,110,seven,17,599,1299,2452,19,17,8,yes,no,no,2
1906,yes,1.9,yes,3,no,55,0.2,113,three,4,3,629,1871,13,5,4,yes,no,yes,1
1753,no,0.7,no,4,no,40,0.6,191,four,11,1652,1983,1112,8,2,15,yes,yes,yes,1
659,no,1.4,yes,2,yes,3,0.1,85,,6,190,657,967,10,1,14,yes,no,yes,0
1583,no,1.2,yes,0,no,14,0.2,148,two,4,1171,1673,2498,13,6,8,no,no,yes,2
1783,no,2.9,yes,2,no,42,0.7,104,six,8,1081,1979,387,14,5,3,no,yes,no,1
1667,no,1,yes,0,yes,21,0.9,138,two,0,1211,1396,635,17,7,15,yes,no,no,0
640,no,1.3,yes,5,yes,6,0.6,143,,20,976,1353,2711,15,7,8,yes,yes,no,2
1913,yes,1.8,no,0,no,29,0.6,111,five,4,675,742,2023,17,13,8,yes,yes,no,2
538,no,1.1,yes,0,yes,25,0.3,163,seven,7,455,537,2215,9,3,17,yes,yes,yes,1
1191,no,0.8,no,6,yes,46,0.8,89,six,9,42,807,824,19,18,7,yes,no,no,0
816,no,3,yes,2,no,9,0.1,117,one,3,1196,1651,3851,10,3,14,yes,no,yes,3
915,yes,0.5,yes,9,yes,33,0.3,199,two,16,503,986,2156,7,3,13,yes,yes,no,1
1157,yes,0.8,no,7,no,27,0.1,88,,8,1694,1798,2885,8,4,2,yes,no,yes,3
1201,yes,0.5,no,2,no,10,1,99,seven,7,306,558,495,15,6,14,yes,yes,yes,0
1379,no,1.1,yes,1,yes,18,0.2,129,two,16,838,885,2358,10,5,15,yes,yes,no,2
1483,yes,2.2,no,3,yes,53,0.7,169,five,11,291,651,1744,6,3,10,yes,no,no,1
1614,no,1.2,no,1,yes,9,0.1,161,three,2,173,1219,1832,15,8,11,yes,no,no,1
930,yes,1,yes,4,yes,4,0.9,144,,10,1017,1289,2016,13,10,16,yes,yes,yes,1
1454,no,2.6,no,8,no,6,0.4,199,three,20,698,1018,1300,10,0,2,no,no,yes,1
1784,no,1.6,no,4,no,41,0.4,164,six,20,610,1437,2313,14,1,11,no,yes,no,2
1262,no,1.8,yes,12,no,34,0.1,149,five,16,223,737,3248,13,3,4,no,yes,yes,2
797,no,2.2,yes,0,no,37,0.9,144,seven,2,206,1167,2216,9,5,6,yes,no,no,1
1829,yes,2.1,no,8,no,59,0.1,91,five,15,1457,1919,3142,16,6,5,yes,yes,yes,3
1139,yes,0.9,yes,6,yes,58,0.5,161,two,11,742,999,1850,9,4,8,yes,no,no,1
618,yes,1,no,9,yes,13,0.1,80,four,15,591,724,1424,15,12,7,yes,yes,no,0
1547,yes,2.9,no,2,no,57,0.4,114,one,3,347,957,1620,9,2,19,no,yes,yes,1
586,no,2.8,no,2,no,15,0.2,83,three,11,241,854,2592,12,8,3,no,no,no,1
1617,yes,2.4,no,8,yes,36,0.8,85,one,9,743,1426,296,5,3,7,yes,no,no,0
1882,no,2,no,11,yes,44,0.8,113,,19,4,743,3579,19,8,20,yes,yes,no,3
674,yes,2.9,yes,1,no,21,0.2,198,three,4,576,1809,1180,6,3,4,yes,yes,yes,0
1467,yes,0.5,no,0,no,18,0.6,122,five,0,888,1099,3962,15,11,5,yes,yes,yes,3
858,no,2.2,no,1,no,50,0.1,84,one,2,528,1416,3978,17,16,3,yes,yes,no,3
794,yes,0.5,yes,0,yes,2,0.8,106,six,14,1222,1890,668,13,4,19,yes,yes,no,0
1965,yes,2.6,yes,0,no,39,0.2,187,four,3,915,1965,2032,11,10,16,yes,yes,yes,2
1911,no,0.9,yes,1,yes,36,0.7,108,,3,868,1632,3057,9,1,5,yes,yes,no,3
1512,no,0.9,no,4,yes,46,0.1,145,five,5,336,670,869,18,10,19,yes,yes,yes,0
510,yes,2,yes,5,yes,45,0.9,168,six,16,483,754,3919,19,4,2,yes,yes,yes,3
